sku,total_rev,total_qty,description,cumrev,cumrev_pct,abc_class,CoV,xyz_class,active_month,abc_xyz
22111,50589.810000000005,9911,SCOTTIE DOG HOT WATER BOTTLE,3205851.4499999997,16.47617607150888,A,1.2813825856666072,Z,25.0,AZ
22090,50539.46,16740,PAPER BUNTING RETRO SPOTS,3256390.9099999997,16.73591893686185,A,0.5778125806848228,Y,25.0,AY
21232,50288.32,38693,STRAWBERRY CERAMIC TRINKET BOX,3306679.2299999995,16.99437109148691,A,0.537333254810079,Y,25.0,AY
21929,49987.74,25782,JUMBO BAG PINK VINTAGE PAISLEY,3356666.9699999997,17.251278443091373,A,0.4796387454904361,X,24.0,AX
21181,49899.630000000005,24605,PLEASE ONE PERSON  METAL SIGN,3406566.5999999996,17.507732961526138,A,0.6166580971869506,Y,22.0,AY
48194,49410.11,7823,DOORMAT HEARTS,3455976.7099999995,17.761671637341145,A,0.6626247060700343,Y,25.0,AY
21731,48851.2,29390,RED TOADSTOOL LED NIGHT LIGHT,3504827.9099999997,18.01273784706976,A,0.5505583263586632,Y,25.0,AY
21754,47850.89,7819,HOME BUILDING BLOCK WORD,3552678.8,18.258663056367407,A,0.4305789991790591,X,25.0,AX
15056BL,47665.86,9576,EDWARDIAN PARASOL BLACK,3600344.6599999997,18.503637321148105,A,1.162171233563666,Z,25.0,AZ
48187,46942.01,7383,DOOR MAT NEW ENGLAND,3647286.6699999995,18.74489142601642,A,0.6712095977149768,Y,25.0,AY
21523,46846.61,7005,FANCY FONT HOME SWEET HOME DOORMAT,3694133.2799999993,18.985655231436443,A,0.6643525907506656,Y,25.0,AY
84029E,46840.04,11664,RED WOOLLY HOTTIE WHITE HEART.,3740973.3199999994,19.22638527095107,A,1.5180484131628877,Z,25.0,AZ
21928,46738.26,24608,JUMBO BAG SCANDINAVIAN PAISLEY,3787711.579999999,19.466592221599377,A,0.4339738529383566,X,25.0,AX
22457,46353.14000000001,14958,NATURAL SLATE HEART CHALKBOARD,3834064.7199999993,19.70481988374115,A,0.4608929158773209,X,22.0,AX
48185,46005.340000000004,6850,DOOR MAT FAIRY CAKE,3880070.059999999,19.94126006005363,A,0.7846609233708146,Y,25.0,AY
20727,45965.86,26936,LUNCH BAG  BLACK SKULL.,3926035.919999999,20.177497332569274,A,0.5519194224799077,Y,25.0,AY
71477,45427.36,15404,COLOUR GLASS. STAR T-LIGHT HOLDER,3971463.279999999,20.41096703429978,A,0.9045091107994536,Y,24.0,AY
22138,44965.33,9178,BAKING SET 9 PIECE RETROSPOT,4016428.609999999,20.642062175714866,A,0.6906040722529435,Y,25.0,AY
21915,44806.3,38189,RED  HARMONICA IN BOX,4061234.9099999988,20.87233999720059,A,0.6485119130163557,Y,23.0,AY
82494L,44502.310000000005,15548,WOODEN FRAME ANTIQUE WHITE,4105737.219999999,21.101055490287106,A,0.426486436160675,X,25.0,AX
22326,44174.520000000004,15390,ROUND SNACK BOXES SET OF4 WOODLAND,4149911.739999999,21.328086337082702,A,0.4755714461546187,X,24.0,AX
21175,43934.0,20730,GIN + TONIC DIET METAL SIGN,4193845.739999999,21.553881053655008,A,0.7253175205874188,Y,25.0,AY
84078A,43863.22,1128,SET/4 WHITE RETRO STORAGE CUBES,4237708.959999999,21.779312002984657,A,0.9133455778103059,Y,25.0,AY
22383,43627.0,25343,LUNCHBAG SUKI  DESIGN,4281335.959999999,22.00352892154204,A,0.3950597955853911,X,24.0,AX
20728,42566.81,24799,LUNCH BAG CARS BLUE,4323902.769999999,22.22229709196443,A,0.5728577361601518,Y,25.0,AY
82482,42261.14,17119,WOODEN PICTURE FRAME WHITE FINISH,4366163.909999998,22.439494299783487,A,0.3493602042738251,X,23.0,AX
23298,41992.950000000004,8229,SPOTTY BUNTING,4408156.8599999985,22.65531316998163,A,0.5246070497847662,Y,8.0,AY
23203,40990.49,19960,JUMBO BAG DOILEY PATTERNS,4449147.349999999,22.865979990023284,A,0.5009348022493256,Y,8.0,AY
22355,40971.82,27379,CHARLOTTE BAG SUKI DESIGN,4490119.169999999,23.07655085733224,A,0.42198637309425124,X,20.0,AX
22083,40957.39,13879,PAPER CHAIN KIT RETRO SPOT,4531076.559999999,23.287047562995085,A,0.5334687750668474,Y,25.0,AY
20713,40869.85,20971,JUMBO BAG OWLS,4571946.409999998,23.49709436495035,A,0.5352979311389345,Y,23.0,AY
84997D,40108.87,10717,PINK 3 PIECE MINI DOTS CUTLERY SET,4612055.279999998,23.703230180803345,A,0.4433137254768657,X,24.0,AX
22328,39989.06,14464,ROUND SNACK BOXES SET OF 4 FRUITS,4652044.339999998,23.90875024427794,A,1.0862401586875208,Z,24.0,AZ
82486,39018.74,4859,WOOD S/3 CABINET ANT WHITE FINISH,4691063.079999998,24.109283438143937,A,0.37736093051601194,X,25.0,AX
20726,38608.89,22169,LUNCH BAG WOODLAND,4729671.969999998,24.30771024596297,A,0.6645552552621408,Y,25.0,AY
22960,38608.02,9080,JAM MAKING SET WITH JARS,4768279.989999997,24.506132582497724,A,0.4282052587888571,X,14.0,AX
85066,38422.06,3063,CREAM SWEETHEART MINI CHEST,4806702.049999997,24.703599194866825,A,0.5657212556633278,Y,25.0,AY
21485,38255.61,7815,RED SPOT HEART HOT WATER BOTTLE,4844957.659999997,24.900210352905034,A,1.1431238767448473,Z,25.0,AZ
22699,38221.76,13060,ROSES REGENCY TEACUP AND SAUCER,4883179.419999997,25.096647542009027,A,0.39079773064821194,X,17.0,AX
22629,38074.92,20845,SPACEBOY LUNCH BOX,4921254.339999997,25.292330060557607,A,0.4604136648415377,X,18.0,AX
21166,37687.24,19683,COOK WITH WINE METAL SIGN,4958941.579999997,25.486020133717176,A,0.7093218417441892,Y,25.0,AY
20712,37652.89,17827,JUMBO BAG WOODLAND ANIMALS,4996594.469999997,25.679533668238918,A,0.6127887228071203,Y,25.0,AY
22720,37281.700000000004,7362,SET OF 3 CAKE TINS PANTRY DESIGN,5033876.169999997,25.871139506196624,A,0.6892193422735746,Y,13.0,AY
23284,37020.85,5356,DOORMAT KEEP CALM AND COME IN,5070897.019999997,26.06140472978236,A,0.8468545962459315,Y,9.0,AY
21524,36377.55,5308,SPOTTY  HOME SWEET HOME DOORMAT,5107274.569999997,26.248363772706856,A,0.7207831765984435,Y,25.0,AY
21755,35504.65,5756,LOVE BUILDING BLOCK WORD,5142779.219999997,26.430836627073617,A,0.4279178432515932,X,25.0,AX
22379,35224.98,16021,RECYCLING BAG RETROSPOT,5178004.199999997,26.611872143424627,A,0.4820376787246544,X,24.0,AX
84997B,34875.03,9363,RED 3 PIECE MINI DOTS CUTLERY SET,5212879.229999998,26.791109124220835,A,0.45359691149581166,X,25.0,AX
22727,34614.95,8637,ALARM CLOCK BAKELIKE RED,5247494.179999998,26.96900944798864,A,0.5976480332957441,Y,16.0,AY
20724,34459.01,31790,RED SPOTTY CHARLOTTE BAG,5281953.189999998,27.146108332595375,A,0.3407036581737257,X,25.0,AX
22384,34311.04,20942,LUNCHBAG PINK RETROSPOT,5316264.229999998,27.322446739116547,A,0.4733562597530307,X,24.0,AX
22382,34236.7,20348,LUNCHBAG SPACEBOY DESIGN,5350500.929999998,27.498403082105373,A,0.3939853710386469,X,24.0,AX
22630,33679.659999999996,18215,DOLLY GIRL LUNCH BOX,5384180.589999998,27.671496569699304,A,0.4855538583103892,X,18.0,AX
15036,33018.729999999996,44351,ASSORTED COLOURS SILK FAN,5417199.319999998,27.841193268882797,A,0.7993499033642855,Y,25.0,AY
22666,32990.26,10514,RECIPE BOX PANTRY YELLOW DESIGN,5450189.579999998,28.01074364914288,A,0.5509445943898752,Y,18.0,AY
21479,32947.33,6608,WHITE SKULL HOT WATER BOTTLE,5483136.909999998,28.180073394651245,A,1.4193173794053875,Z,17.0,AZ
84997C,32879.97,8839,BLUE 3 PIECE MINI DOTS CUTLERY SET,5516016.879999998,28.349056949689622,A,0.5263259724330404,Y,25.0,AY
22385,32568.56,17145,JUMBO BAG SPACEBOY DESIGN,5548585.439999998,28.51644004192725,A,0.541310538190062,Y,24.0,AY
22726,32468.7,7690,ALARM CLOCK BAKELIKE GREEN,5581054.139999998,28.683309912960418,A,0.6482484531930859,Y,16.0,AY
22188,32363.14,12142,BLACK HEART CARD HOLDER,5613417.2799999975,28.849637268168003,A,1.6867324212542671,Z,24.0,AZ
22865,32136.15,14891,HAND WARMER OWL DESIGN,5645553.429999998,29.014798029331914,A,1.2821227966569206,Z,15.0,AZ
22077,31832.079999999998,17408,6 RIBBONS RUSTIC CHARM,5677385.509999998,29.178396050944038,A,0.5684902152162918,Y,24.0,AY
22622,31822.649999999998,3214,BOX OF VINTAGE ALPHABET BLOCKS,5709208.159999998,29.341945607946123,A,0.9412570391635829,Y,20.0,AY
48184,31325.25,4739,DOOR MAT ENGLISH ROSE,5740533.409999998,29.502938823799603,A,0.6794969121542087,Y,25.0,AY
22659,31043.89,16796,LUNCHBOX I LOVE LONDON,5771577.299999998,29.662486016039143,A,0.6691171955049651,Y,19.0,AY
85014B,30977.77,6184,RED/WHITE DOTS RUFFLED UMBRELLA,5802555.0699999975,29.821693390673637,A,1.308408039706546,Z,25.0,AZ
22501,30828.289999999997,2643,PICNIC BASKET WICKER LARGE,5833383.359999998,29.98013252671768,A,0.9928150204562737,Y,19.0,AY
84029G,30827.69,7111,KNITTED UNION FLAG HOT WATER BOTTLE,5864211.049999998,30.138568579117393,A,1.529721142050324,Z,25.0,AZ
22697,30703.4,9852,GREEN REGENCY TEACUP AND SAUCER,5894914.449999998,30.296365854594388,A,0.32477157044823074,X,17.0,AX
85152,30577.24,15901,HAND OVER THE CHOCOLATE   SIGN,5925491.689999999,30.453514742457173,A,0.4444628763580203,X,25.0,AX
20679,30335.59,6212,EDWARDIAN PARASOL RED,5955827.279999998,30.609421692566507,A,1.4424619420677989,Z,24.0,AZ
22158,30199.940000000002,9339,3 HEARTS HANGING DECORATION RUSTIC,5986027.219999999,30.764631482087175,A,1.5469599799316986,Z,22.0,AZ
23199,30046.55,14745,JUMBO BAG APPLES,6016073.769999999,30.919052937935167,A,0.5083208822310287,Y,9.0,AY
22752,30016.100000000002,3602,SET 7 BABUSHKA NESTING BOXES,6046089.869999998,31.073317898833462,A,1.1367476812469401,Z,17.0,AZ
82483,30000.08,5072,WOOD 2 DRAWER CABINET WHITE FINISH,6076089.949999998,31.227500526428187,A,0.5108555620384712,Y,24.0,AY
21217,29989.789999999997,2921,RED SPOTTY ROUND CAKE TINS,6106079.739999998,31.38163026952267,A,0.5670681700503262,Y,25.0,AY
23245,29937.09,6163,SET OF 3 REGENCY CAKE TINS,6136016.829999998,31.535489165856934,A,0.4948801812281073,X,7.0,AX
47590B,29554.840000000004,5773,PINK HAPPY BIRTHDAY BUNTING,6165571.669999998,31.687383523783367,A,0.719837944166273,Y,25.0,AY
22866,29403.820000000003,13295,HAND WARMER SCOTTY DOG DESIGN,6194975.489999998,31.838501728432234,A,1.182771445243206,Z,13.0,AZ
22492,28899.27,45445,MINI PAINT SET VINTAGE,6223874.759999998,31.987026845170895,A,0.45147706693022294,X,20.0,AX
48188,28789.89,4891,DOOR MAT WELCOME PUPPIES,6252664.649999998,32.134989813548415,A,0.9483076755564045,Y,24.0,AY
20971,28750.420000000002,22400,PINK BLUE FELT CRAFT TRINKET BOX,6281415.0699999975,32.28274992952317,A,1.1169454353080384,Z,25.0,AZ
22467,28715.89,12125,GUMBALL COAT RACK,6310130.959999997,32.4303325817668,A,0.5268866434451704,Y,21.0,AY
84978,28510.73,21726,HANGING HEART JAR T-LIGHT HOLDER,6338641.689999998,32.57686083322625,A,0.4539403714916021,X,25.0,AX
21977,28364.7,56585,PACK OF 60 PINK PAISLEY CAKE CASES,6367006.389999998,32.722638577050134,A,0.39758070125104605,X,25.0,AX
82583,28248.530000000002,13021,HOT BATHS METAL SIGN,6395254.919999998,32.86781927593788,A,0.605608885441407,Y,25.0,AY
22867,28215.500000000004,12809,HAND WARMER BIRD DESIGN,6423470.419999998,33.01283022020533,A,1.2198964284232605,Z,13.0,AZ
72741,27854.649999999998,20139,GRAND CHOCOLATECANDLE,6451325.069999998,33.15598660937934,A,0.7363154546281939,Y,25.0,AY
22624,27689.170000000002,3203,IVORY KITCHEN SCALES,6479014.239999998,33.29829252944745,A,0.4715109408954843,X,20.0,AX
22835,27636.07,5407,HOT WATER BOTTLE I AM SO POORLY,6506650.309999999,33.44032554699246,A,1.0275280388911117,Z,16.0,AZ
20719,27578.96,24505,WOODLAND CHARLOTTE BAG,6534229.269999999,33.58206505299144,A,0.3665358534486868,X,25.0,AX
21930,27507.89,13461,JUMBO STORAGE BAG SKULLS,6561737.159999998,33.72343930131966,A,0.451409824256805,X,25.0,AX
23201,27493.440000000002,13218,JUMBO BAG ALPHABET,6589230.599999999,33.86473928521364,A,0.40194715803628345,X,9.0,AX
84991,27342.170000000002,54621,60 TEATIME FAIRY CAKE CASES,6616572.769999999,34.00526183097823,A,0.4628794262249211,X,25.0,AX
20750,27322.91,3749,RED/WHITE DOT MINI CASES,6643895.679999999,34.14568539175987,A,0.37805574065020664,X,25.0,AX
71459,27094.55,33477,HANGING JAM JAR T-LIGHT HOLDER,6670990.229999999,34.284935317509955,A,0.5736637609787667,Y,25.0,AY
22149,26855.260000000002,12922,FELTCRAFT 6 FLOWER FRIENDS,6697845.489999998,34.42295543450762,A,0.6990726425583369,Y,24.0,AY
22734,26705.75,9741,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6724551.239999998,34.56020715873262,A,1.2358228310283506,Z,13.0,AZ
22961,26693.46,17155,JAM MAKING SET PRINTED,6751244.699999998,34.69739571964294,A,0.5988533286289873,Y,15.0,AY
21481,26525.510000000002,8445,FAWN BLUE HOT WATER BOTTLE,6777770.209999998,34.83372111711155,A,1.1619747602738864,Z,25.0,AZ
48111,26442.03,4297,DOOR MAT 3 SMILEY CATS,6804212.239999998,34.96961747686588,A,0.988200923726962,Y,25.0,AY
22507,26412.04,5666,MEMO BOARD RETROSPOT  DESIGN,6830624.279999998,35.10535970579783,A,0.6946181494961736,Y,22.0,AY
20711,26186.9,12838,JUMBO BAG TOYS,6856811.179999999,35.23994484858946,A,0.5682691952388121,Y,25.0,AY
22551,26133.159999999996,15565,PLASTERS IN TIN SPACEBOY,6882944.339999999,35.374253799637366,A,0.5511524806477531,Y,22.0,AY
23355,25984.260000000002,5370,HOT WATER BOTTLE KEEP CALM,6908928.599999999,35.507797492951006,A,0.8633316119608687,Y,5.0,AY
47566B,25982.95,5837,TEA TIME PARTY BUNTING,6934911.549999999,35.641334453641186,A,0.8299563489933726,Y,23.0,AY
21080,25906.89,31663,SET/20 RED SPOTTY PAPER NAPKINS,6960818.439999999,35.774480511018616,A,0.44089235479493055,X,25.0,AX
82600,25795.02,12715,NO SINGING METAL SIGN,6986613.459999998,35.90705162291093,A,0.4679815290284372,X,25.0,AX
21108,25739.75,12934,FAIRY CAKE FLANNEL ASSORTED COLOUR,7012353.209999998,36.03933867976648,A,1.7948620506294084,Z,25.0,AZ
21527,25612.27,3429,RETRO SPOT TRADITIONAL TEAPOT,7037965.479999998,36.1709705649903,A,0.5445411976389378,Y,18.0,AY
37503,25471.329999999998,2469,TEA TIME CAKE STAND IN GIFT BOX,7063436.809999998,36.301878102161275,A,0.46352132023149345,X,9.0,AX
22084,25447.93,8868,PAPER CHAIN KIT EMPIRE,7088884.739999997,36.432665377203435,A,1.3697538572163588,Z,22.0,AZ
22087,25427.47,8486,PAPER BUNTING WHITE LACE,7114312.209999997,36.56334749997397,A,0.6719010951561426,Y,19.0,AY
84755,25357.850000000002,40695,COLOUR GLASS T-LIGHT HOLDER HANGING,7139670.059999997,36.69367181721421,A,0.7064550755661393,Y,25.0,AY
84077,24965.989999999998,109065,WORLD WAR 2 GLIDERS ASSTD DESIGNS,7164636.049999997,36.82198220634329,A,0.5845850260565714,Y,25.0,AY
20972,24951.03,20611,PINK CREAM FELT CRAFT TRINKET BOX,7189587.079999997,36.95021570994045,A,0.6784139979240102,Y,25.0,AY
21314,24831.81,11452,SMALL GLASS HEART TRINKET POT,7214418.889999997,37.07783649340946,A,0.5937111506836729,Y,25.0,AY
84836,24733.41,20199,ZINC METAL HEART DECORATION,7239152.299999997,37.20495155920853,A,0.5901315338255392,Y,25.0,AY
47590A,24537.65,4827,BLUE HAPPY BIRTHDAY BUNTING,7263689.949999997,37.33106053465126,A,0.7051110888888931,Y,23.0,AY
23173,24502.13,2736,REGENCY TEAPOT ROSES,7288192.079999997,37.45698695834971,A,0.8325128969263105,Y,8.0,AY
21231,24445.39,19644,SWEETHEART CERAMIC TRINKET BOX,7312637.469999997,37.58262177208279,A,0.645295212419413,Y,24.0,AY
22728,24329.93,6228,ALARM CLOCK BAKELIKE PINK,7336967.399999997,37.70766318985887,A,0.7390570197340542,Y,16.0,AY
22722,24132.99,5909,SET OF 6 SPICE TINS PANTRY DESIGN,7361100.389999997,37.83169245277807,A,0.7014277069763917,Y,13.0,AY
22171,24029.33,3177,3 HOOK PHOTO SHELF ANTIQUE WHITE,7385129.719999997,37.9551889647454,A,0.854774202076707,Y,25.0,AY
21955,23928.45,3931,UNION JACK GUNS & ROSES  DOORMAT,7409058.169999997,38.0781670133129,A,1.0385213127525084,Z,25.0,AZ
22698,23830.280000000002,8043,PINK REGENCY TEACUP AND SAUCER,7432888.449999997,38.200640526274135,A,0.46002763972467825,X,16.0,AX
21790,23830.28,27684,VINTAGE SNAP CARDS,7456718.729999998,38.32311403923537,A,0.6117500551046507,Y,25.0,AY
84406B,23750.25,7367,CREAM CUPID HEARTS COAT HANGER,7480468.979999998,38.4451762454372,A,0.6076997648062149,Y,25.0,AY
22625,23673.84,2701,RED KITCHEN SCALES,7504142.8199999975,38.566845749533755,A,0.5095530646998152,Y,20.0,AY
21791,23651.5,18321,VINTAGE HEADS AND TAILS CARD GAME,7527794.3199999975,38.68840043927314,A,0.7341927597951703,Y,25.0,AY
21258,23627.329999999998,1659,VICTORIAN SEWING BOX LARGE,7551421.649999998,38.80983090954014,A,1.3664262811673302,Z,20.0,AZ
22605,23464.53,1830,WOODEN CROQUET GARDEN SET,7574886.179999998,38.930424684312584,A,0.9758369363872379,Y,21.0,AY
48173C,23302.96,4101,DOOR MAT BLACK FLOCK,7598189.139999998,39.050188085061336,A,0.9803637095031393,Y,25.0,AY
23243,23295.98,4768,SET OF TEA COFFEE SUGAR TINS PANTRY,7621485.119999998,39.16991561274774,A,0.9622280100945836,Y,7.0,AY
22554,23101.789999999997,13729,PLASTERS IN TIN WOODLAND ANIMALS,7644586.909999998,39.2886451189471,A,0.4945676523863065,X,22.0,AX
22607,22902.01,2533,WOODEN ROUNDERS GARDEN SET,7667488.919999998,39.406347874373104,A,0.9562117595759597,Y,19.0,AY
22585,22793.190000000002,18257,PACK OF 6 BIRDY GIFT TAGS,7690282.1099999985,39.52349135950601,A,0.8119219473059389,Y,22.0,AY
21936,22727.52,7800,RED/WHITE SPOT PICNIC BAG,7713009.629999998,39.64029733976711,A,0.8683783094917746,Y,25.0,AY
22113,22699.99,5955,GREY HEART HOT WATER BOTTLE,7735709.619999998,39.756961832147596,A,0.8978633459242547,Y,17.0,AY
37449,22692.51,2417,CERAMIC CAKE STAND + HANGING CAKES,7758402.129999998,39.87358788176211,A,0.8580033089923604,Y,23.0,AY
22556,22420.249999999996,13633,PLASTERS IN TIN CIRCUS PARADE,7780822.379999998,39.98881467636835,A,0.6498774588404738,Y,22.0,AY
23344,22158.06,9513,JUMBO BAG 50'S CHRISTMAS,7802980.439999998,40.102693969796945,A,1.0782309736074245,Z,7.0,AZ
22969,22138.59,14909,HOMEMADE JAM SCENTED CANDLES,7825119.0299999975,40.21647319896708,A,0.5750005902618943,Y,14.0,AY
85014A,22023.940000000002,4661,BLACK/BLUE DOTS RUFFLED UMBRELLA,7847142.969999998,40.32966319510004,A,1.5845528370097937,Z,24.0,AZ
20749,21954.68,3027,ASSORTED COLOUR MINI CASES,7869097.649999998,40.442497235889306,A,0.5274722895174848,Y,25.0,AY
84970S,21931.62,26705,HANGING HEART ZINC T-LIGHT HOLDER,7891029.269999998,40.555212761948205,A,0.479733779941094,X,25.0,AX
22632,21914.960000000003,10973,HAND WARMER RED POLKA DOT,7912944.229999998,40.66784266548291,A,0.845845965791495,Y,11.0,AY
21210,21860.36,15192,SET OF 72 RETRO SPOT PAPER  DOILIES,7934804.589999998,40.78019195738368,A,0.4843833794277096,X,25.0,AX
22499,21828.81,3586,WOODEN UNION JACK BUNTING,7956633.399999998,40.89237910098682,A,1.0807066781808568,Z,23.0,AZ
22456,21680.010000000002,4438,NATURAL SLATE CHALKBOARD LARGE,7978313.409999997,41.00380150079642,A,0.7155054718201755,Y,22.0,AY
21213,21670.850000000002,40623,PACK OF 72 SKULL CAKE CASES,7999984.259999997,41.11517682363593,A,0.5004410292370919,Y,25.0,AY
22570,21579.79,5805,FELTCRAFT CUSHION RABBIT,8021564.049999997,41.22608415205447,A,0.7379584025381355,Y,21.0,AY
22941,21406.25,2580,CHRISTMAS LIGHTS 10 REINDEER,8042970.299999997,41.336099587744954,A,1.122601895807601,Z,12.0,AZ
85048,21330.27,2710,15CM CHRISTMAS GLASS BALL 20 LIGHTS,8064300.569999997,41.44572453127526,A,1.5610082912191183,Z,21.0,AZ
22294,21169.8,17096,HEART FILIGREE DOVE  SMALL,8085470.369999996,41.55452475412983,A,0.6092466066099398,Y,25.0,AY
22424,21016.49,1544,ENAMEL BREAD BIN CREAM,8106486.859999997,41.6625370544643,A,0.44729068037666775,X,20.0,AX
23202,21012.85,10550,JUMBO BAG VINTAGE LEAF,8127499.709999996,41.770530647356516,A,0.43364970494743105,X,8.0,AX
22568,20966.5,5668,FELTCRAFT CUSHION OWL,8148466.209999996,41.87828602872432,A,0.7702403392119894,Y,21.0,AY
22569,20924.96,5731,FELTCRAFT CUSHION BUTTERFLY,8169391.169999996,41.985827919116424,A,0.7797336025938227,Y,20.0,AY
23209,20881.07,12847,LUNCH BAG DOILEY PATTERN,8190272.2399999965,42.09314424092588,A,0.42713312726812697,X,8.0,AX
21218,20869.35,5272,RED SPOTTY BISCUIT TIN,8211141.589999996,42.20040032888278,A,0.40730064272931493,X,25.0,AX
22617,20775.510000000002,4319,BAKING SET SPACEBOY DESIGN,8231917.099999996,42.30717413486664,A,0.738034421799194,Y,22.0,AY
48116,20589.98,3443,DOOR MAT MULTICOLOUR STRIPE,8252507.079999996,42.41299442662996,A,0.841222030107373,Y,24.0,AY
